"Template creation is allowed only for applications which have device type iPhone, but this kind of applications has not been found.","Criação do template só é permitido para aplicações de dispositivo do tipo iPhone, mas este tipo de aplicação não foi encontrado."
"Template does not exist.","Template não existe."
"Template for new AirMail Message does not exist.","Template para nova mensagem AirMail não existe."
"Template has been deleted.","Template foi excluído."
"Thank you for registering!","Obrigado por se registrar!"
"Thank you for your purchase! ","Obrigado por sua compra! "
"The Mailbox title will be shown in the More Info tab. To understand more about the title, please <a target=""_blank"" href=""http://www.magentocommerce.com/img/product/mobile/helpers/mail_box_title.png"">click here</a>","O título do Mailbox será mostrando em Informações de tab. Para entender melhor sobre o título, clique <a target=""_blank"" href=""http://www.magentocommerce.com/img/product/mobile/helpers/mail_box_title.png"">aqui</a>"
"The icon that appears in the Android Market. Recommended size: 512px x 512px. Maximum size: 1024 KB.","The icon that appears in the Android Market. Recommended size: 512px x 512px. Maximum size: 1024 KB."
"Theme configurations are successfully reset.","Theme configurations are successfully reset."
"Theme has been saved.","Tema foi salvo."
"Theme name is not set.","Nome do tema não foi informado."
"There were some problems with the data.","Encontrado alguns problemas com os dados."
"This email address was not found in our records.","Este endereço de e-mail não foi encontrado em nossos registros."
"This icon will be  used for users’ devices in case if different than AppSore icon needed. ","Este ícone será usado para dispositivos no caso de ser diferente do ícone da AppSore. "
"This is the description that will appear in the iTunes marketplace. ","Esta descrição será mostrada no mercado de vendas da iTunes. "
"This is the name that will appear beneath your app when users install it to their device.  .  We recommend choosing a name that is 10-12 characters in length, and that your customers will recognize.","Este é o nome que irá aparecer abaixo da sua aplicação quando os usuários instalarem seu dispositivo. Recomendamos escolher um nome entre 10-12 caracteres, e que seus clientes irão reconhecer."
"This will appear in the info section of your App (example:  Copyright 2010 – Your Company, Inc.)","Isto irá aparecer na sessão de informação do seu App (exemplo:  Copyright 2010 – Sua Empresa, Inc.)"
"Title","Título  "
"Title bar","Título da Barra"
"To activate PayPal MEP payment method activate Express checkout first. ","Para ativar PayPal MEP método de pagamento ative Express checkout antes. "
"Total incl. Tax: %1$s","Total incl. Taxa: %1$s"
"Twitter API","Twitter API"
"Twitter API Key","Twitter API Key"
"Twitter Secret Key","Twitter Secret Key"
"Unable to cancel queue.","Não foi possível cancelar a lista."
"Unable to collect cart totals.","Não foi possível coletar o total do carrinho."
"Unable to delete queue.","Não foi possível excluir a fila."
"Unable to find an app to delete.","Não foi possível encontrar o app para excluir."
"Unable to find template to delete.","Não foi possível encontrar template para excluir."
"Unable to get shipping methods list.","Não foi possível obter lista de métodos de entrega."
"Unable to initialize MEP Checkout.","Não foi possível inicializar MEP Checkout."
"Unable to load application form.","Não foi possível carregar form de aplicação."
"Unable to load product info.","Não foi possível carregar informação do produto."
"Unable to place the order.","Não foi possível realizar o pedido."
"Unable to post the review.","Unable to post the review."
"Unable to process preview.","Não foi possível processar a pré-visualização."
"Unable to save app.","Não foi possível salvar app."
"Unable to save message.","Não foi possível salvar a mensagem."
"Unable to save shipping address.","Não foi possível salvar endereço de entrega."
"Unable to save shipping method.","Não foi possível salvar o método de entrega."
"Unable to save template.","Não foi possível salvar o template."
"Unable to start MEP Checkout.","Não foi possível iniciar MEP Checkout."
"Undefined","Indefinido"
"Unknown Error","Erro Desconhecido"
"Unknown Error.","Erro Desconhecido."
"Update Preview","Atualizar Pré-Visualização"
"Urban Airship Push Notification","Urban Airship Push Notificação"
"Use as my default billing address","Usar como meu endereço de cobrança padrão"
"Use as my default shipping address","Usar como meu endereço de entrega padrão"
"Username","Usuário"
"Users will see this image as the first screen while your application is loading.  It is a 320x460 image.","Usuários irão ver esta imagem na primeira tela enquanto seu aplicativo é carregado. Algo como um imagem 320x460."
"View Details","Visualizar Detalhes"
"View Gallery","Visualizar Imagens"
"Website is offline.","Website está offline."
"Wishlist has been cleared.","Favoritos foi limpo."
"Wishlist has been updated.","Favoritos foi atualizado."
"Wishlist has been updated. But there are accrued some errors while updating some items.","Favoritos atualizado. Mas acusou alguns erros durante atualização de alguns itens."
"Wrong Android background image orientation has been specified: ""%s"".","Erro na orientação da imagem de fundo do Android especificado como: ""%s""."
"Wrong Ipad background image orientation has been specified: ""%s"".","Imagem de fundo de orientação do Ipad errada especificada como: ""%s""."
"Wrong device type.","Tipo de dispositivo errado."
"Wrong email format","Formato de e-mail inválido"
"Wrong theme format.","Formato de tema inválido."
"You are already logged in.","Você já está conectado."
"You can set any additional countries added by Apple Store.","Você pode informar qualquer país adicional pelo Apple Store."
"You can set any price you want for your app, or you can give it away for free. Most apps range from $0.99 - $4.99","Você pode o preço que quiser para seu app, ou pode enviar de graça. Muitos apps giram em torno de $0.99 - $4.99"
"You can watch statistics here.","Veja as estatísticas aqui."
"You will receive an order confirmation email with details of your order and a link to track its progress.","Você vai receber um e-mail com a confirmação do seu pedido e com detalhes da compra e um link para monitorar o andamento dele."
"Your order # is: %s. ","Seu pedido # é: %s. "
"Your review has been accepted for moderation.","Your review has been accepted for moderation."
"Zip/Postal Code","CEP"
"and","e"
"each","cada"
"iPad","iPad"
"iPhone","iPhone"
"save","salvar"
